,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_int[1, 29]",0.0,0.269,-0.497,0.461,0.003,0.003,13317.0,5305.0,1.0
"beta_int[1, 30]",0.005,0.27,-0.504,0.465,0.003,0.003,13206.0,5396.0,1.0
"beta_int[1, 31]",0.003,0.261,-0.438,0.501,0.002,0.003,13438.0,5691.0,1.0
"beta_int[1, 32]",-0.002,0.266,-0.46,0.492,0.003,0.003,12312.0,5239.0,1.0
"beta_int[1, 33]",-0.004,0.263,-0.517,0.446,0.003,0.003,13207.0,5231.0,1.0
"beta_int[1, 34]",-0.004,0.267,-0.443,0.515,0.003,0.003,12674.0,5018.0,1.0
"beta_int[1, 35]",0.002,0.263,-0.489,0.446,0.002,0.003,14174.0,4919.0,1.0
"beta_int[1, 36]",0.005,0.282,-0.518,0.51,0.003,0.004,14696.0,5463.0,1.0
"beta_int[1, 37]",0.0,0.264,-0.498,0.451,0.003,0.003,11697.0,5031.0,1.0
"beta_int[1, 38]",0.001,0.254,-0.476,0.464,0.002,0.003,13671.0,5493.0,1.0
"beta_int[1, 39]",-0.001,0.262,-0.484,0.467,0.003,0.003,12410.0,5603.0,1.0
"beta_int[1, 40]",-0.0,0.255,-0.449,0.506,0.002,0.003,13517.0,5599.0,1.0
"beta_int[1, 41]",0.002,0.271,-0.536,0.466,0.003,0.003,13362.0,5149.0,1.0
"beta_int[1, 42]",0.002,0.247,-0.444,0.462,0.003,0.003,11499.0,5560.0,1.0
"beta_int[1, 43]",-0.005,0.269,-0.502,0.446,0.003,0.003,12549.0,5282.0,1.0
"beta_int[1, 44]",-0.004,0.253,-0.448,0.487,0.003,0.003,11747.0,5113.0,1.0
"beta_int[1, 45]",-0.004,0.268,-0.514,0.454,0.002,0.003,14500.0,5599.0,1.0
"beta_int[1, 46]",-0.008,0.274,-0.536,0.44,0.003,0.003,12787.0,4953.0,1.0
"beta_int[1, 47]",-0.001,0.258,-0.48,0.455,0.003,0.003,13533.0,6355.0,1.0
"beta_int[1, 48]",0.002,0.265,-0.48,0.434,0.003,0.003,12815.0,5022.0,1.0
"beta_int[1, 49]",-0.001,0.261,-0.482,0.493,0.002,0.003,12998.0,5081.0,1.0
"beta_int[1, 50]",-0.001,0.249,-0.462,0.456,0.002,0.002,12701.0,5685.0,1.0
"beta_int[1, 51]",-0.0,0.267,-0.488,0.481,0.003,0.003,12395.0,5177.0,1.0
"beta_int[1, 52]",-0.001,0.257,-0.504,0.46,0.003,0.003,12778.0,5635.0,1.0
"beta_int[1, 53]",-0.002,0.281,-0.477,0.503,0.003,0.003,13726.0,4938.0,1.0
"beta_int[1, 54]",0.004,0.265,-0.443,0.489,0.003,0.003,11948.0,5174.0,1.0
"beta_int[1, 55]",-0.005,0.27,-0.525,0.437,0.003,0.003,12947.0,5914.0,1.0
"beta_int[1, 56]",0.005,0.26,-0.406,0.543,0.003,0.003,12553.0,5083.0,1.0
"beta_int[1, 57]",0.025,0.266,-0.42,0.518,0.003,0.003,11906.0,5717.0,1.0
"beta_int[1, 58]",0.015,0.265,-0.436,0.519,0.003,0.003,12800.0,5118.0,1.0
"beta_int[1, 59]",-0.006,0.265,-0.478,0.463,0.003,0.002,13060.0,5296.0,1.0
"beta_int[1, 60]",-0.004,0.257,-0.45,0.465,0.002,0.003,13336.0,4797.0,1.0
"beta_int[1, 61]",-0.001,0.258,-0.455,0.459,0.002,0.003,13540.0,4717.0,1.0
"beta_int[1, 62]",0.006,0.258,-0.462,0.503,0.003,0.002,12100.0,5452.0,1.0
"beta_int[1, 63]",-0.002,0.269,-0.456,0.477,0.003,0.003,13846.0,4974.0,1.0
"beta_int[1, 64]",0.001,0.27,-0.478,0.485,0.003,0.003,13972.0,5665.0,1.0
"beta_int[1, 65]",0.002,0.263,-0.499,0.425,0.003,0.003,12634.0,5424.0,1.0
"beta_int[1, 66]",-0.004,0.263,-0.495,0.456,0.003,0.003,12209.0,5610.0,1.0
"beta_int[1, 67]",-0.004,0.268,-0.48,0.467,0.003,0.003,12289.0,4581.0,1.0
"beta_int[1, 68]",-0.002,0.261,-0.443,0.492,0.003,0.003,11773.0,5371.0,1.0
"beta_int[1, 69]",0.002,0.274,-0.462,0.493,0.003,0.003,11425.0,5317.0,1.0
"beta_int[1, 70]",0.004,0.259,-0.465,0.474,0.003,0.003,12866.0,5740.0,1.0
"beta_int[1, 71]",-0.0,0.264,-0.463,0.476,0.003,0.003,12691.0,5090.0,1.0
"beta_int[1, 72]",-0.001,0.262,-0.447,0.504,0.002,0.003,13970.0,5150.0,1.0
"beta_int[1, 73]",0.001,0.258,-0.491,0.444,0.002,0.003,13088.0,5290.0,1.0
"beta_int[1, 74]",0.0,0.264,-0.481,0.473,0.003,0.003,13561.0,5361.0,1.0
"beta_int[1, 75]",0.004,0.265,-0.459,0.495,0.003,0.003,14557.0,5707.0,1.0
"beta_int[1, 76]",-0.009,0.257,-0.467,0.443,0.003,0.002,12996.0,5270.0,1.0
"beta_int[1, 77]",0.007,0.248,-0.448,0.463,0.003,0.003,12532.0,5702.0,1.0
"beta_int[1, 78]",0.003,0.259,-0.489,0.451,0.003,0.003,13069.0,4916.0,1.0
"beta_int[1, 79]",-0.003,0.261,-0.471,0.497,0.003,0.003,13420.0,4636.0,1.0
"beta_int[1, 80]",-0.004,0.256,-0.48,0.458,0.002,0.003,12303.0,5420.0,1.0
"beta_int[1, 81]",-0.01,0.263,-0.478,0.435,0.003,0.003,11994.0,5734.0,1.0
"beta_int[1, 82]",-0.003,0.245,-0.461,0.46,0.002,0.002,11308.0,5929.0,1.0
"beta_int[1, 83]",0.002,0.251,-0.46,0.462,0.003,0.003,13237.0,5587.0,1.0
"beta_int[1, 84]",0.006,0.266,-0.436,0.548,0.003,0.003,13814.0,5887.0,1.0
"beta_int[1, 85]",0.002,0.259,-0.481,0.442,0.003,0.003,12388.0,5205.0,1.0
"beta_int[1, 86]",-0.001,0.268,-0.489,0.496,0.002,0.003,13903.0,4837.0,1.0
"beta_int[1, 87]",0.009,0.256,-0.441,0.455,0.003,0.003,12607.0,5659.0,1.0
"beta_int[1, 88]",-0.005,0.259,-0.472,0.441,0.002,0.003,14821.0,5255.0,1.0
"beta_int[1, 89]",-0.003,0.25,-0.482,0.442,0.002,0.003,12743.0,5747.0,1.0
"beta_int[1, 90]",0.0,0.262,-0.484,0.449,0.003,0.003,12453.0,5114.0,1.0
"beta_int[1, 91]",-0.0,0.264,-0.475,0.481,0.003,0.003,13339.0,4959.0,1.0
"beta_int[1, 92]",-0.003,0.256,-0.423,0.489,0.003,0.003,13956.0,4663.0,1.0
"beta_int[1, 93]",-0.003,0.268,-0.496,0.455,0.003,0.002,13611.0,5220.0,1.0
"beta_int[1, 94]",-0.007,0.263,-0.512,0.444,0.003,0.003,14202.0,5437.0,1.0
"beta_int[1, 95]",0.003,0.257,-0.502,0.41,0.003,0.003,12177.0,4797.0,1.0
"beta_int[1, 96]",-0.006,0.267,-0.462,0.471,0.003,0.003,13600.0,5014.0,1.0
"beta_int[1, 97]",0.0,0.266,-0.461,0.485,0.003,0.002,12234.0,5721.0,1.0
"beta_int[1, 98]",-0.007,0.253,-0.475,0.452,0.003,0.003,11862.0,4926.0,1.0
"beta_int[1, 99]",-0.003,0.278,-0.487,0.479,0.003,0.003,13610.0,4829.0,1.0
"beta_int[1, 100]",-0.002,0.265,-0.441,0.483,0.003,0.003,12706.0,4915.0,1.0
"beta_int[1, 101]",0.007,0.28,-0.48,0.49,0.003,0.003,13287.0,5323.0,1.0
"beta_int[1, 102]",0.005,0.261,-0.451,0.477,0.003,0.003,11540.0,4986.0,1.0
"beta_int[1, 103]",-0.002,0.261,-0.474,0.494,0.003,0.003,12375.0,5421.0,1.0
"beta_int[1, 104]",0.001,0.266,-0.485,0.474,0.003,0.003,13104.0,5899.0,1.0
"beta_int[1, 105]",0.001,0.261,-0.464,0.471,0.003,0.003,12207.0,4902.0,1.0
"beta_int[1, 106]",-0.004,0.264,-0.419,0.506,0.003,0.003,12652.0,5609.0,1.0
"beta_int[1, 107]",-0.007,0.264,-0.504,0.491,0.003,0.003,12683.0,5248.0,1.0
"beta_int[1, 108]",-0.003,0.256,-0.483,0.443,0.002,0.002,15986.0,5476.0,1.0
"beta_int[1, 109]",0.0,0.262,-0.447,0.511,0.003,0.003,13302.0,4168.0,1.0
"beta_int[1, 110]",0.002,0.267,-0.466,0.482,0.003,0.003,13380.0,5831.0,1.0
"beta_int[1, 111]",-0.002,0.269,-0.462,0.488,0.003,0.003,12811.0,5653.0,1.0
"beta_int[1, 112]",0.002,0.261,-0.446,0.49,0.003,0.003,13915.0,4717.0,1.0
"beta_int[1, 113]",0.002,0.269,-0.492,0.483,0.003,0.003,13225.0,4748.0,1.0
"beta_int[1, 114]",0.004,0.242,-0.47,0.42,0.002,0.002,13480.0,5374.0,1.0
"beta_int[1, 115]",0.0,0.256,-0.45,0.503,0.003,0.003,13365.0,4999.0,1.0
"beta_int[1, 116]",0.002,0.261,-0.467,0.472,0.003,0.003,12614.0,4977.0,1.0
"beta_int[1, 117]",0.003,0.267,-0.54,0.456,0.003,0.003,13656.0,4699.0,1.0
"beta_int[1, 118]",0.003,0.262,-0.518,0.438,0.003,0.003,11767.0,5784.0,1.0
"beta_int[1, 119]",-0.012,0.269,-0.539,0.431,0.003,0.004,12925.0,4836.0,1.0
"beta_int[1, 120]",-0.003,0.257,-0.487,0.456,0.002,0.003,12623.0,5654.0,1.0
"beta_int[1, 121]",-0.001,0.264,-0.492,0.447,0.003,0.003,11862.0,5918.0,1.0
"beta_int[1, 122]",-0.007,0.256,-0.516,0.408,0.002,0.003,13941.0,6224.0,1.0
"beta_int[1, 123]",-0.005,0.271,-0.493,0.482,0.003,0.003,11749.0,5575.0,1.0
"beta_int[1, 124]",-0.006,0.277,-0.513,0.468,0.003,0.003,12827.0,4753.0,1.0
"beta_int[2, 0]",0.006,0.276,-0.456,0.488,0.003,0.003,11467.0,5193.0,1.0
"beta_int[2, 1]",-0.004,0.264,-0.45,0.498,0.003,0.003,12038.0,5621.0,1.0
"beta_int[2, 2]",-0.002,0.262,-0.475,0.444,0.003,0.003,13754.0,5627.0,1.0
"beta_int[2, 3]",-0.002,0.252,-0.492,0.436,0.002,0.002,13282.0,5530.0,1.0
"beta_int[2, 4]",0.002,0.262,-0.452,0.496,0.003,0.003,11213.0,5232.0,1.0
"beta_int[2, 5]",-0.0,0.275,-0.459,0.499,0.003,0.003,12387.0,5479.0,1.0
"beta_int[2, 6]",0.0,0.265,-0.515,0.445,0.002,0.003,14385.0,4812.0,1.0
"beta_int[2, 7]",0.001,0.276,-0.468,0.5,0.003,0.004,11383.0,5382.0,1.0
"beta_int[2, 8]",0.001,0.269,-0.491,0.447,0.003,0.003,12209.0,5384.0,1.0
"beta_int[2, 9]",0.001,0.263,-0.474,0.479,0.002,0.003,13561.0,5151.0,1.0
"beta_int[2, 10]",-0.002,0.257,-0.466,0.489,0.003,0.003,11900.0,5548.0,1.0
"beta_int[2, 11]",-0.002,0.26,-0.451,0.495,0.003,0.002,13013.0,5822.0,1.0
"beta_int[2, 12]",-0.001,0.261,-0.476,0.465,0.003,0.003,12920.0,4992.0,1.0
"beta_int[2, 13]",-0.001,0.254,-0.477,0.468,0.002,0.002,14141.0,5229.0,1.0
"beta_int[2, 14]",-0.002,0.261,-0.46,0.476,0.003,0.003,13498.0,5661.0,1.0
"beta_int[2, 15]",0.001,0.257,-0.509,0.428,0.003,0.003,12416.0,5778.0,1.0
"beta_int[2, 16]",-0.001,0.275,-0.481,0.49,0.003,0.003,12522.0,4672.0,1.0
"beta_int[2, 17]",0.003,0.262,-0.462,0.483,0.003,0.003,12451.0,5909.0,1.0
"beta_int[2, 18]",-0.001,0.266,-0.486,0.462,0.003,0.003,11029.0,5120.0,1.0
"beta_int[2, 19]",-0.0,0.259,-0.46,0.485,0.003,0.003,11650.0,4576.0,1.0
"beta_int[2, 20]",-0.001,0.262,-0.504,0.47,0.003,0.003,11637.0,5689.0,1.0
"beta_int[2, 21]",0.011,0.26,-0.487,0.437,0.003,0.002,12681.0,5196.0,1.0
"beta_int[2, 22]",0.005,0.271,-0.479,0.488,0.003,0.003,9145.0,5701.0,1.0
"beta_int[2, 23]",0.002,0.262,-0.464,0.497,0.003,0.003,12520.0,5004.0,1.0
"beta_int[2, 24]",-0.005,0.27,-0.528,0.453,0.003,0.003,11874.0,4994.0,1.0
"beta_int[2, 25]",0.003,0.277,-0.48,0.506,0.003,0.003,8309.0,4971.0,1.0
"beta_int[2, 26]",0.002,0.249,-0.467,0.466,0.003,0.003,11801.0,5035.0,1.0
"beta_int[2, 27]",0.006,0.263,-0.45,0.502,0.003,0.003,10704.0,5491.0,1.0
"beta_int[2, 28]",0.0,0.273,-0.479,0.486,0.003,0.003,12492.0,5354.0,1.0
"beta_int[2, 29]",0.0,0.267,-0.481,0.471,0.003,0.003,11227.0,4999.0,1.0
"beta_int[2, 30]",0.006,0.28,-0.5,0.453,0.003,0.003,13887.0,5594.0,1.0
"beta_int[2, 31]",-0.0,0.269,-0.459,0.479,0.003,0.003,12771.0,5073.0,1.0
"beta_int[2, 32]",0.003,0.265,-0.444,0.527,0.003,0.003,12172.0,4975.0,1.0
"beta_int[2, 33]",0.001,0.253,-0.506,0.416,0.002,0.003,12217.0,5815.0,1.0
"beta_int[2, 34]",-0.001,0.258,-0.494,0.473,0.002,0.003,12944.0,5335.0,1.0
"beta_int[2, 35]",-0.005,0.244,-0.435,0.447,0.002,0.003,12392.0,5423.0,1.0
"beta_int[2, 36]",-0.0,0.264,-0.434,0.51,0.003,0.003,10843.0,5105.0,1.0
"beta_int[2, 37]",-0.001,0.252,-0.48,0.43,0.002,0.003,11531.0,5997.0,1.0
"beta_int[2, 38]",-0.005,0.25,-0.453,0.452,0.002,0.003,11900.0,5683.0,1.0
"beta_int[2, 39]",0.005,0.258,-0.454,0.465,0.003,0.003,11412.0,5109.0,1.0
"beta_int[2, 40]",-0.002,0.273,-0.511,0.494,0.003,0.003,12605.0,5455.0,1.0
"beta_int[2, 41]",0.003,0.258,-0.484,0.46,0.003,0.003,12578.0,5137.0,1.0
"beta_int[2, 42]",0.002,0.263,-0.477,0.465,0.003,0.003,12116.0,4651.0,1.0
"beta_int[2, 43]",-0.001,0.275,-0.447,0.524,0.003,0.003,11764.0,5095.0,1.0
"beta_int[2, 44]",-0.003,0.257,-0.448,0.464,0.003,0.003,12133.0,5697.0,1.0
"beta_int[2, 45]",-0.0,0.258,-0.466,0.48,0.003,0.003,11883.0,5761.0,1.0
"beta_int[2, 46]",-0.005,0.27,-0.496,0.441,0.003,0.003,12120.0,5376.0,1.0
"beta_int[2, 47]",-0.003,0.252,-0.464,0.443,0.002,0.002,12329.0,5725.0,1.0
"beta_int[2, 48]",0.002,0.258,-0.5,0.438,0.002,0.003,14529.0,5112.0,1.0
"beta_int[2, 49]",-0.0,0.262,-0.421,0.514,0.003,0.002,12526.0,5255.0,1.0
"beta_int[2, 50]",0.002,0.252,-0.477,0.476,0.003,0.003,12893.0,5927.0,1.0
"beta_int[2, 51]",-0.001,0.264,-0.49,0.463,0.003,0.003,11417.0,4990.0,1.0
"beta_int[2, 52]",0.005,0.26,-0.428,0.55,0.003,0.003,11832.0,5370.0,1.0
"beta_int[2, 53]",0.003,0.261,-0.473,0.479,0.003,0.003,11103.0,4743.0,1.0
"beta_int[2, 54]",0.003,0.264,-0.458,0.465,0.003,0.003,12697.0,5537.0,1.0
"beta_int[2, 55]",-0.001,0.262,-0.513,0.419,0.003,0.003,8854.0,5310.0,1.0
"beta_int[2, 56]",0.001,0.278,-0.505,0.458,0.003,0.003,8254.0,4430.0,1.0
"beta_int[2, 57]",0.0,0.263,-0.478,0.492,0.003,0.003,11463.0,4996.0,1.0
"beta_int[2, 58]",-0.005,0.24,-0.441,0.439,0.003,0.002,10250.0,5131.0,1.0
"beta_int[2, 59]",-0.0,0.252,-0.45,0.474,0.003,0.003,10864.0,5422.0,1.0
"beta_int[2, 60]",-0.003,0.26,-0.479,0.453,0.002,0.002,13289.0,5893.0,1.0
"beta_int[2, 61]",-0.001,0.268,-0.465,0.495,0.003,0.003,12386.0,5554.0,1.0
"beta_int[2, 62]",0.001,0.244,-0.403,0.491,0.002,0.002,12229.0,5656.0,1.0
"beta_int[2, 63]",0.002,0.261,-0.482,0.473,0.003,0.003,11975.0,5461.0,1.0
"beta_int[2, 64]",0.005,0.264,-0.451,0.461,0.003,0.003,11826.0,5416.0,1.0
"beta_int[2, 65]",0.001,0.262,-0.45,0.467,0.003,0.003,12446.0,5242.0,1.0
"beta_int[2, 66]",-0.002,0.257,-0.444,0.495,0.003,0.002,12835.0,5802.0,1.0
"beta_int[2, 67]",-0.0,0.259,-0.48,0.454,0.003,0.003,12353.0,5660.0,1.0
"beta_int[2, 68]",0.004,0.262,-0.433,0.496,0.003,0.003,11340.0,5127.0,1.0
"beta_int[2, 69]",0.003,0.26,-0.494,0.446,0.003,0.002,12193.0,5537.0,1.0
"beta_int[2, 70]",-0.001,0.26,-0.423,0.487,0.003,0.003,11206.0,4972.0,1.0
"beta_int[2, 71]",0.0,0.258,-0.452,0.466,0.002,0.003,12905.0,5847.0,1.0
"beta_int[2, 72]",0.002,0.263,-0.519,0.426,0.003,0.003,11944.0,5565.0,1.0
"beta_int[2, 73]",-0.0,0.259,-0.472,0.461,0.003,0.003,13019.0,4966.0,1.0
"beta_int[2, 74]",0.001,0.265,-0.455,0.489,0.002,0.003,13236.0,5281.0,1.0
"beta_int[2, 75]",-0.002,0.269,-0.512,0.446,0.003,0.003,14311.0,5665.0,1.0
"beta_int[2, 76]",0.005,0.259,-0.454,0.487,0.003,0.003,11073.0,4097.0,1.0
"beta_int[2, 77]",0.001,0.268,-0.464,0.46,0.003,0.003,12454.0,5024.0,1.0
"beta_int[2, 78]",-0.001,0.27,-0.451,0.485,0.003,0.003,13515.0,4748.0,1.0
"beta_int[2, 79]",0.001,0.249,-0.458,0.46,0.002,0.003,12157.0,5467.0,1.0
"beta_int[2, 80]",-0.004,0.267,-0.45,0.5,0.003,0.003,12724.0,4988.0,1.0
"beta_int[2, 81]",-0.001,0.258,-0.491,0.438,0.002,0.003,15110.0,5395.0,1.0
"beta_int[2, 82]",0.002,0.265,-0.418,0.525,0.003,0.003,13409.0,5222.0,1.0
"beta_int[2, 83]",0.0,0.261,-0.452,0.487,0.003,0.002,12703.0,5799.0,1.0
"beta_int[2, 84]",0.001,0.265,-0.504,0.457,0.003,0.003,12185.0,5638.0,1.0
"beta_int[2, 85]",0.002,0.264,-0.513,0.447,0.003,0.003,8825.0,5172.0,1.0
"beta_int[2, 86]",-0.003,0.266,-0.454,0.44,0.003,0.003,12326.0,5460.0,1.0
"beta_int[2, 87]",-0.001,0.264,-0.482,0.454,0.003,0.003,10982.0,5902.0,1.0
"beta_int[2, 88]",-0.002,0.262,-0.494,0.473,0.002,0.003,14151.0,5492.0,1.0
"beta_int[2, 89]",-0.0,0.258,-0.447,0.5,0.003,0.003,12788.0,5230.0,1.0
"beta_int[2, 90]",-0.001,0.269,-0.468,0.505,0.003,0.003,12050.0,5428.0,1.0
"beta_int[2, 91]",-0.0,0.257,-0.466,0.473,0.003,0.003,11702.0,5307.0,1.0
"beta_int[2, 92]",-0.001,0.272,-0.501,0.48,0.003,0.003,13150.0,4498.0,1.0
"beta_int[2, 93]",0.003,0.265,-0.488,0.457,0.003,0.003,12230.0,4767.0,1.0
"beta_int[2, 94]",-0.002,0.265,-0.441,0.477,0.003,0.003,12760.0,5437.0,1.0
"beta_int[2, 95]",0.003,0.275,-0.442,0.517,0.003,0.003,14257.0,5947.0,1.0
"beta_int[2, 96]",-0.0,0.266,-0.48,0.422,0.003,0.003,11509.0,4958.0,1.0
"beta_int[2, 97]",0.001,0.257,-0.499,0.444,0.003,0.003,11786.0,4800.0,1.0
"beta_int[2, 98]",0.003,0.266,-0.422,0.49,0.003,0.002,12551.0,5899.0,1.0
"beta_int[2, 99]",-0.004,0.253,-0.516,0.42,0.002,0.003,12307.0,5407.0,1.0
"beta_int[2, 100]",0.001,0.254,-0.46,0.489,0.002,0.003,13043.0,5082.0,1.0
"beta_int[2, 101]",-0.001,0.266,-0.503,0.449,0.003,0.003,14863.0,5870.0,1.0
"beta_int[2, 102]",-0.001,0.275,-0.502,0.444,0.003,0.003,12680.0,4808.0,1.0
"beta_int[2, 103]",0.004,0.279,-0.513,0.444,0.003,0.003,11260.0,5580.0,1.0
"beta_int[2, 104]",0.002,0.248,-0.438,0.485,0.003,0.003,12330.0,5619.0,1.0
"beta_int[2, 105]",0.002,0.274,-0.475,0.497,0.003,0.003,13168.0,5065.0,1.0
"beta_int[2, 106]",-0.001,0.266,-0.539,0.445,0.003,0.003,12880.0,5379.0,1.0
"beta_int[2, 107]",0.003,0.249,-0.422,0.509,0.002,0.003,12270.0,5233.0,1.0
"beta_int[2, 108]",-0.0,0.264,-0.495,0.45,0.003,0.003,12214.0,3953.0,1.0
"beta_int[2, 109]",0.008,0.254,-0.463,0.467,0.002,0.002,12394.0,6463.0,1.0
"beta_int[2, 110]",0.001,0.255,-0.428,0.481,0.002,0.002,14240.0,5587.0,1.0
"beta_int[2, 111]",-0.006,0.267,-0.484,0.49,0.003,0.003,14704.0,5213.0,1.0
"beta_int[2, 112]",-0.001,0.259,-0.499,0.447,0.003,0.002,12211.0,5944.0,1.0
"beta_int[2, 113]",0.0,0.275,-0.511,0.476,0.003,0.003,11359.0,4551.0,1.0
"beta_int[2, 114]",-0.002,0.255,-0.462,0.446,0.003,0.003,11672.0,4941.0,1.0
"beta_int[2, 115]",-0.0,0.261,-0.46,0.498,0.003,0.003,12384.0,5554.0,1.0
"beta_int[2, 116]",-0.002,0.272,-0.473,0.5,0.003,0.003,13077.0,5538.0,1.0
"beta_int[2, 117]",-0.001,0.275,-0.485,0.477,0.003,0.003,12535.0,5342.0,1.0
"beta_int[2, 118]",0.001,0.275,-0.499,0.484,0.003,0.003,14115.0,4671.0,1.0
"beta_int[2, 119]",-0.0,0.257,-0.469,0.466,0.002,0.003,14021.0,5441.0,1.0
"beta_int[2, 120]",-0.0,0.272,-0.449,0.488,0.003,0.003,13319.0,5625.0,1.0
"beta_int[2, 121]",-0.0,0.263,-0.461,0.469,0.003,0.003,11864.0,5295.0,1.0
"beta_int[2, 122]",0.003,0.263,-0.475,0.472,0.003,0.003,12428.0,5602.0,1.0
"beta_int[2, 123]",0.001,0.258,-0.469,0.496,0.003,0.003,12031.0,5440.0,1.0
"beta_int[2, 124]",0.0,0.256,-0.48,0.466,0.003,0.003,12481.0,5433.0,1.0
"beta_int[3, 0]",0.002,0.267,-0.444,0.509,0.003,0.003,12859.0,6110.0,1.0
"beta_int[3, 1]",0.002,0.258,-0.436,0.49,0.003,0.003,11165.0,5353.0,1.0
"beta_int[3, 2]",0.005,0.27,-0.453,0.487,0.003,0.003,14197.0,6008.0,1.0
"beta_int[3, 3]",-0.001,0.262,-0.486,0.443,0.003,0.003,12063.0,4885.0,1.0
"beta_int[3, 4]",-0.004,0.256,-0.454,0.466,0.003,0.003,10303.0,5146.0,1.0
"beta_int[3, 5]",-0.008,0.291,-0.494,0.527,0.004,0.003,3779.0,5127.0,1.0
"beta_int[3, 6]",0.001,0.259,-0.451,0.487,0.003,0.003,11677.0,5496.0,1.0
"beta_int[3, 7]",-0.267,0.291,-0.801,0.026,0.005,0.003,4437.0,3150.0,1.0
"beta_int[3, 8]",-0.003,0.253,-0.447,0.465,0.002,0.002,13175.0,5472.0,1.0
"beta_int[3, 9]",-0.005,0.254,-0.477,0.436,0.002,0.002,13482.0,5763.0,1.0
"beta_int[3, 10]",0.004,0.261,-0.499,0.46,0.003,0.003,13725.0,5413.0,1.0
"beta_int[3, 11]",0.001,0.269,-0.45,0.492,0.003,0.003,12802.0,5815.0,1.0
"beta_int[3, 12]",-0.0,0.265,-0.481,0.458,0.003,0.003,12670.0,5136.0,1.0
"beta_int[3, 13]",-0.0,0.266,-0.459,0.482,0.003,0.003,13387.0,6096.0,1.0
"beta_int[3, 14]",0.002,0.264,-0.513,0.45,0.003,0.003,13321.0,5858.0,1.0
"beta_int[3, 15]",-0.002,0.263,-0.465,0.488,0.003,0.003,13909.0,5236.0,1.0
"beta_int[3, 16]",-0.005,0.271,-0.458,0.481,0.003,0.003,11868.0,5261.0,1.0
"beta_int[3, 17]",-0.198,0.231,-0.605,0.064,0.004,0.003,3925.0,1568.0,1.0
"beta_int[3, 18]",0.298,0.305,0.012,0.84,0.005,0.003,3993.0,3091.0,1.0
"beta_int[3, 19]",0.058,0.155,-0.143,0.318,0.002,0.002,5067.0,2388.0,1.0
"beta_int[3, 20]",-0.19,0.213,-0.587,0.029,0.004,0.003,3969.0,3409.0,1.0
"beta_int[3, 21]",-0.057,0.15,-0.337,0.157,0.002,0.002,5304.0,2720.0,1.0
"beta_int[3, 22]",0.424,0.407,0.04,1.14,0.007,0.005,3856.0,4751.0,1.0
"beta_int[3, 23]",0.152,0.193,-0.069,0.504,0.003,0.002,4159.0,1376.0,1.0
"beta_int[3, 24]",-0.043,0.137,-0.298,0.173,0.002,0.002,5563.0,3035.0,1.0
"beta_int[3, 25]",0.521,0.49,0.059,1.364,0.008,0.006,3779.0,4474.0,1.0
"beta_int[3, 26]",0.078,0.15,-0.128,0.377,0.002,0.002,4920.0,1747.0,1.0
"beta_int[3, 27]",0.253,0.266,-0.002,0.755,0.004,0.003,4042.0,3085.0,1.0
"beta_int[3, 28]",-0.172,0.205,-0.548,0.074,0.003,0.002,4312.0,1956.0,1.0
"beta_int[3, 29]",-0.153,0.2,-0.528,0.071,0.003,0.002,4124.0,1222.0,1.0
"beta_int[3, 30]",0.001,0.263,-0.481,0.49,0.003,0.003,10925.0,4898.0,1.0
"beta_int[3, 31]",-0.165,0.195,-0.535,0.044,0.003,0.002,3956.0,1338.0,1.0
"beta_int[3, 32]",0.059,0.135,-0.132,0.322,0.002,0.002,4683.0,2480.0,1.0
"beta_int[3, 33]",0.118,0.167,-0.083,0.43,0.003,0.002,4234.0,1339.0,1.0
"beta_int[3, 34]",-0.059,0.141,-0.304,0.159,0.002,0.002,4884.0,2240.0,1.0
"beta_int[3, 35]",-0.052,0.133,-0.291,0.163,0.002,0.002,4744.0,2082.0,1.0
"beta_int[3, 36]",0.383,0.367,0.04,1.051,0.006,0.004,3766.0,4456.0,1.0
"beta_int[3, 37]",0.421,0.399,0.04,1.099,0.007,0.005,3969.0,4446.0,1.0
"beta_int[3, 38]",-0.068,0.141,-0.327,0.134,0.002,0.002,4425.0,1963.0,1.0
"beta_int[3, 39]",-0.075,0.15,-0.366,0.114,0.002,0.002,4686.0,1784.0,1.0
"beta_int[3, 40]",-0.13,0.18,-0.489,0.068,0.003,0.002,4430.0,1568.0,1.0
"beta_int[3, 41]",-0.066,0.151,-0.33,0.138,0.003,0.002,3913.0,1489.0,1.0
"beta_int[3, 42]",0.221,0.246,-0.022,0.662,0.004,0.003,3554.0,1313.0,1.0
"beta_int[3, 43]",0.013,0.125,-0.212,0.202,0.002,0.002,4397.0,2523.0,1.0
"beta_int[3, 44]",0.023,0.131,-0.182,0.256,0.002,0.002,5275.0,2643.0,1.0
"beta_int[3, 45]",-0.118,0.171,-0.448,0.083,0.003,0.002,4837.0,1325.0,1.0
"beta_int[3, 46]",-0.128,0.173,-0.456,0.072,0.003,0.002,4552.0,1495.0,1.0
"beta_int[3, 47]",-0.127,0.173,-0.469,0.056,0.003,0.002,3975.0,1159.0,1.0
"beta_int[3, 48]",-0.001,0.266,-0.451,0.483,0.002,0.003,13483.0,5111.0,1.0
